Comune;Provincia;Regione;Intervento;Lotto;Norma di riferimento;Tipo di dissesto;Posizione;Denominazione;Localit�;Ente attuatore;Comune primario;Importo finanziato;Nota importo finanziato;Importo lotto;Fase di attuazione;;;;;;;;;;;;;;;;
NOASCA;CITTA' METROPOLITANA DI TORINO;Piemonte;007/99;1;D.L.180/98;Misto;Georiferito;CONSOLIDAMENTO E/O MONITORAGGIO;CAPOLUOGO - Concentrico;Comune - NOASCA;NOASCA;309874.14;;103291.38;concluso;;;;;;;;;;;;;;;;
NOASCA;CITTA' METROPOLITANA DI TORINO;Piemonte;007/99;2;D.L.180/98;Misto;Georiferito;SISTEMAZIONE IDRAULICA;Capoluogo;Comune - NOASCA;NOASCA;0.00;vedi lotto 1;206582.76;concluso;;;;;;;;;;;;;;;;
NOASCA;CITTA' METROPOLITANA DI TORINO;Piemonte;772/99;1;D.L.180/98;Frana;Georiferito;Installazione strumentazione monitoraggio crollo masse rocciose;Capoluogo;Comune - NOASCA;NOASCA;186000.00;;186000.00;concluso;;;;;;;;;;;;;;;;
NOMAGLIO;CITTA' METROPOLITANA DI TORINO;Piemonte;TO192A/10;1;AP 2010-11;Frana;Centroide;"SISTEMAZIONE VERSANTE A MONTE DELLiABITATO  (CANALE DI GRONDA; BONIFICA PARETI ROCCIOSE; RETI PARAMASSI )";CENTRO ABITATO;Commissario Straordinario - attuazione interventi Regione Piemonte;NOMAGLIO;450000.00;;423180.00;in progettazione;;;;;;;;;;;;;;;;
OULX;CITTA' METROPOLITANA DI TORINO;Piemonte;217/07;1;D.L.180/98;Frana;Centroide;Completamento sistemazione frana Rio S. Giusto loc. Beaulard;Beaulard;Comune - OULX;OULX;300000.00;;0.00;concluso;;;;;;;;;;;;;;;;
OULX;CITTA' METROPOLITANA DI TORINO;Piemonte;TO193A/10;1;AP 2010-11;Alluvione;Georiferito;SISTEMAZIONE SPONDALE DORA DI BARDONECCHIA A SEGUITO DELL EVENTO CALAMITOSO DELLNAPRILE 2009 (OPERE DI REGIMAZIONE IDRAULICA);DORA;Commissario Straordinario - attuazione interventi Regione Piemonte;OULX;130000.00;;130000.00;concluso;;;;;;;;;;;;;;;;
PIANEZZA;CITTA' METROPOLITANA DI TORINO;Piemonte;767/99;1;D.L.180/98;Alluvione;Georiferito;Bacino di laminazione Rio Fellone;Rio Fellone (Limite Comunale Druento-Pianezza);Comune - DRUENTO;DRUENTO;1033000.00;;1033000.00;concluso;;;;;;;;;;;;;;;;
PONT-CANAVESE;CITTA' METROPOLITANA DI TORINO;Piemonte;766/99;1;D.L.180/98;Alluvione;Georiferito;studio idraulico, geomorfologico e rilievi topografici torr. Orco da Pont canavese alla foce Po;Torrente Orco da pont Canavese alla foce Po;Regione - Piemonte;PONT-CANAVESE;333000.00;;516457.63;concluso;;;;;;;;;;;;;;;;
PORTE;CITTA' METROPOLITANA DI TORINO;Piemonte;TO194A/10;1;AP 2010-11;Frana;Centroide;SISTEMAZIONI IDROGEOLOGICHE LOCALITAn VARIE A SEGUITO DEGLI EVENTI CALAMITOSI DEL NOVEMBRE-DICEMBRE 2008 E DELLOAPRILE 2009 (OPERE DI CONSOLIDAMENTO ATTIVO E REGIMAZIONE ACQUE);VARIE;Commissario Straordinario - attuazione interventi Regione Piemonte;PORTE;250000.00;;250000.00;in esecuzione;;;;;;;;;;;;;;;;
PRALI;CITTA' METROPOLITANA DI TORINO;Piemonte;011/99;1;D.L.180/98;Valanga;Georiferito;CONSOLIDAMENTO E/O INDAGINI E MONITORAGGIO CAPOLUOGO;MALZAT e ORGIERE;Comune - PRALI;PRALI;2375701.74;;0.00;concluso;;;;;;;;;;;;;;;;
PRALI;CITTA' METROPOLITANA DI TORINO;Piemonte;218/07;1;D.L.180/98;Valanga;Georiferito;Completamento sistemazione valanga loc. Orgiere-Malzat;Orgiere-Malzat;Comune - PRALI;PRALI;600000.00;;600000.00;concluso;;;;;;;;;;;;;;;;
QUINCINETTO;CITTA' METROPOLITANA DI TORINO;Piemonte;01IR105/G1;1;D.D. CLE;Frana;Georiferito;SISTEMAZIONE VERSANTE ROCCIOSO;CONCENTRICO;Commissario di Governo - Piano clima Reg. Piemonte;QUINCINETTO;1600000.00;;1600000.00;in progettazione;;;;;;;;;;;;;;;;
QUINCINETTO;CITTA' METROPOLITANA DI TORINO;Piemonte;TO195A/10;1;AP 2010-11;Frana;Centroide;SISTEMAZIONE FRANE VERSANTE ROCCIOSO LOC. STRADA ROVINE, LECCHIA, LECCHIA-CIAVANELLO A SEGUITO DELLAEVENTO CALAMITOSO DELL APRILE 2009 (OPERE DI CONSOLIDAMENTO ATTIVO);VARIE;Commissario Straordinario - attuazione interventi Regione Piemonte;QUINCINETTO;120000.00;;120000.00;concluso;;;;;;;;;;;;;;;;
RIVALBA;CITTA' METROPOLITANA DI TORINO;Piemonte;TO196A/10;1;AP 2010-11;Frana;Centroide;SISTEMAZIONI IDROGEOLOGICHE LOCALITAn VARIE A SEGUITO DEGLI EVENTI CALAMITOSI DEL NOVEMBRE-DICEMBRE 2008 E DELLOAPRILE 2009 (OPERE DI CONSOLIDAMENTO ATTIVO E REGIMAZIONE ACQUE);VARIE;Commissario Straordinario - attuazione interventi Regione Piemonte;RIVALBA;420000.00;;420000.00;concluso;;;;;;;;;;;;;;;;
ROBASSOMERO;CITTA' METROPOLITANA DI TORINO;Piemonte;TO197A/10;1;AP 2010-11;Frana;Georiferito;"SISTEMAZIONE SCARPATA MORFOLOGICA A VALLE DELLnABITATO  (CONSOLIDAMENTO SCARPATA MEDIANTE MICROPALI E TECNICHE DI INGEGNERIA NATURALISTICA (GRADONATE, PALIZZATE, GRATE VIVE); REGIMAZIONE E SMALTIMENTO ACQUE SUPERFICIALI; MESSA A DIMORA DI SPECIE ARBUSTIV";CENTRO ABITATO;Commissario Straordinario - attuazione interventi Regione Piemonte;ROBASSOMERO;200000.00;;200000.00;concluso;;;;;;;;;;;;;;;;
ROSTA;CITTA' METROPOLITANA DI TORINO;Piemonte;01IR142/G3;1;AP 2010-11;Alluvione;Georiferito;Completamento opere arginali del fiume Dora Riparia a protezione dell'area industriale di Rosta;LOC. AREA INDRUSTRIALE;Commissario Straordinario - attuazione interventi Regione Piemonte;ROSTA;1000000.00;;0.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
SALBERTRAND;CITTA' METROPOLITANA DI TORINO;Piemonte;412/06;1;D.L.180/98;Frana;Centroide;Rimodellamento pendii, cunette e opere di imbrigliamento;Sapo;Comune - SALBERTRAND;SALBERTRAND;600000.00;;0.00;in esecuzione;;;;;;;;;;;;;;;;
SAN DIDERO;CITTA' METROPOLITANA DI TORINO;Piemonte;245/08;1;D.L.180/98;Alluvione;Georiferito;Completamento sistemazione idraulica rio Nicoletto;A monte concentrico;Comune - SAN DIDERO;SAN DIDERO;220000.00;;0.00;concluso;;;;;;;;;;;;;;;;
SAN MAURO TORINESE;CITTA' METROPOLITANA DI TORINO;Piemonte;TO198A/10;1;AP 2010-11;Frana;Centroide;SISTEMAZIONE MOVIMENTI FRANOSI (PARATIA DI MICROPALI TIRANTATA, PALIFICATA, GABBIONATE);VIA MONCANINO E VIA MONTENERO;Commissario Straordinario - attuazione interventi Regione Piemonte;SAN MAURO TORINESE;140000.00;;100000.00;concluso;;;;;;;;;;;;;;;;
SAN PIETRO VAL LEMINA;CITTA' METROPOLITANA DI TORINO;Piemonte;TO199A/10;1;AP 2010-11;Frana;Centroide;SISTEMAZIONE FRANE LOC. STRADA COLLE CROn E LOC. VARIE A SEGUITO DELLIEVENTO CALAMITOSO DEL NOVEMBRE-DICEMBRE 2008  (OPERE DI CONSOLIDAMENTO ATTIVO E REGIMAZIONE ACQUE);VARIE;Commissario Straordinario - attuazione interventi Regione Piemonte;SAN PIETRO VAL LEMINA;115000.00;;112125.00;concluso;;;;;;;;;;;;;;;;
SAN RAFFAELE CIMENA;CITTA' METROPOLITANA DI TORINO;Piemonte;TO200A/10;1;AP 2010-11;Frana;Centroide;SISTEMAZIONI IDROGEOLOGICHE LOCALITAn VARIE A SEGUITO DEGLI EVENTI CALAMITOSI DEL NOVEMBRE-DICEMBRE 2008 E DELL0APRILE 2009 (OPERE DI CONSOLIDAMENTO ATTIVO E REGIMAZIONE ACQUE);VARIE;Commissario Straordinario - attuazione interventi Regione Piemonte;SAN RAFFAELE CIMENA;223000.00;;0.00;in esecuzione;;;;;;;;;;;;;;;;
SAN SEBASTIANO DA PO;CITTA' METROPOLITANA DI TORINO;Piemonte;TO201A/10;1;AP 2010-11;Frana;Centroide;SISTEMAZIONI IDROGEOLOGICHE LOCALITAn VARIE A SEGUITO DEGLI EVENTI CALAMITOSI DEL NOVEMBRE-DICEMBRE 2008 E DELL0APRILE 2009 (OPERE DI CONSOLIDAMENTO ATTIVO E REGIMAZIONE ACQUE);VARIE;Commissario Straordinario - attuazione interventi Regione Piemonte;SAN SEBASTIANO DA PO;195000.00;;195000.00;concluso;;;;;;;;;;;;;;;;
SAUZE D'OULX;CITTA' METROPOLITANA DI TORINO;Piemonte;313/09;1;D.L.180/98;Frana;Centroide;Sistemazione versante destro del Gran Comba;Strada per Granvillard;Comune - SAUZE DiOULX;SAUZE D-OULX;400000.00;;400000.00;concluso;;;;;;;;;;;;;;;;
SAUZE D'OULX;CITTA' METROPOLITANA DI TORINO;Piemonte;TO202A/10;1;AP 2010-11;Frana;Centroide;"SISTEMAZIONE VERSANTE (BERLINESE DI MICROPALI; PALIFICATE IN LEGNAME; BRIGLIE IN LEGNAME E PIETRAME )";GRAN COMBA - RICHARDETTE;Commissario Straordinario - attuazione interventi Regione Piemonte;SAUZE DaOULX;200000.00;;200000.00;concluso;;;;;;;;;;;;;;;;
SCALENGHE;CITTA' METROPOLITANA DI TORINO;Piemonte;01IR012/G3;1;AP 2010-11;Alluvione;Georiferito;Completamento dei lavori di regimazione acque a protezione dell?abitato di Scalenghe;ABITATO;Altro -  SCONOSCIUTO;SCALENGHE;460324.00;;0.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
SCIOLZE;CITTA' METROPOLITANA DI TORINO;Piemonte;TO203A/10;1;AP 2010-11;Frana;Georiferito;SISTEMAZIONI IDROGEOLOGICHE LOCALITAn VARIE A SEGUITO DEGLI EVENTI CALAMITOSI DEL NOVEMBRE-DICEMBRE 2008 E DELL0APRILE 2009 (OPERE DI CONSOLIDAMENTO ATTIVO E REGIMAZIONE ACQUE);VARIE;Commissario Straordinario - attuazione interventi Regione Piemonte;SCIOLZE;200000.00;;200000.00;concluso;;;;;;;;;;;;;;;;
USSEAUX;CITTA' METROPOLITANA DI TORINO;Piemonte;001/98;1;D.L.180/98;Misto;Georiferito;Sistemazione idrogeologica delle Gorge-Usseaux (TO);Gorge;Comune - USSEAUX;USSEAUX;2582284.50;;0.00;concluso;;;;;;;;;;;;;;;;
USSEGLIO;CITTA' METROPOLITANA DI TORINO;Piemonte;TO204A/10;1;AP 2010-11;Frana;Centroide;"INTERVENTI DI PROTEZIONE DELLtABITATO DA VALANGHE (MURI DEVIATORI; MODELLAMENTO VERSANTE; IMBOSCHIMENTO ZONA DI DISTACCO)";"MARGONE; QUAGLIERA";Commissario Straordinario - attuazione interventi Regione Piemonte;USSEGLIO;400000.00;;400000.00;concluso;;;;;;;;;;;;;;;;
VENAUS;CITTA' METROPOLITANA DI TORINO;Piemonte;113/09;1;D.L.180/98;Alluvione;Georiferito;Sistemazione Rio Supita a difesa del concentrico;Centro abitato;Comune - VENAUS;VENAUS;1460000.00;;0.00;concluso;;;;;;;;;;;;;;;;
VERRUA SAVOIA;CITTA' METROPOLITANA DI TORINO;Piemonte;319/09;1;D.L.180/98;Non definito;Centroide;Interventi di consolidamento abitato. I Lotto;San Giovanni e Ronzo;Comune - VERRUA SAVOIA;VERRUA SAVOIA;634000.00;;0.00;concluso;;;;;;;;;;;;;;;;
VERRUA SAVOIA;CITTA' METROPOLITANA DI TORINO;Piemonte;AL232B/10;1;AP 2010-11;Alluvione;Centroide;AREA DI LAMINAZIONE GOLENALE 2 IN DX FIUME PO NEI COMUNI DI VERRUA SAVOIA, MONCESTINO, GABIANO, FONTANETTO PO E PALAZZOLO V.SE - PROGETTAZIONE (PROEGETTAZIONE SISTEMA DI ARGINATURA E REGOLAZIONE DEGLI AFFLUSSI E DEI DEFLUSSI DALLFAREA GOLENALE);COMUNI DI VERRUA SAVOIA, MONCESTINO, GABIANO, FONTANETTO PO E PALAZZOLO V.SE;Commissario Straordinario - attuazione interventi Regione Piemonte;VERRUA SAVOIA;600000.00;;0.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
VERRUA SAVOIA;CITTA' METROPOLITANA DI TORINO;Piemonte;AL233B/10;1;AP 2010-11;Alluvione;Centroide;AREA DI LAMINAZIONE GOLENALE 2 IN DX FIUME PO NEI COMUNI DI VERRUA SAVOIA, MONCESTINO, GABIANO, FONTANETTO PO E PALAZZOLO V.SE - REALIZZAZIONE ARGINATURE PERIMETRALI (SISTEMA DI ARGINATURA E REGOLAZIONE DEGLI AFFLUSSI E DEI DEFLUSSI DALLLAREA GOLENALE);COMUNI DI VERRUA SAVOIA, MONCESTINO, GABIANO, FONTANETTO PO E PALAZZOLO V.SE;Commissario Straordinario - attuazione interventi Regione Piemonte;VERRUA SAVOIA;16000000.00;;0.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
VERRUA SAVOIA;CITTA' METROPOLITANA DI TORINO;Piemonte;AL234B/10;1;AP 2010-11;Alluvione;Centroide;AREA DI LAMINAZIONE GOLENALE 2 IN DX FIUME PO NEI COMUNI DI VERRUA SAVOIA, MONCESTINO, GABIANO, FONTANETTO PO E PALAZZOLO V.SE - SISTEMAZIONE IDRAULICA COMPLEMENTARE E SISTEMAZIONE AREA DI INVASO  (SISTEMAZIONE AMBIENTALE DELLFAREA GOLENALE ED AREA CIRCO;COMUNI DI VERRUA SAVOIA, MONCESTINO, GABIANO, FONTANETTO PO E PALAZZOLO V.SE;Commissario Straordinario - attuazione interventi Regione Piemonte;VERRUA SAVOIA;6500000.00;;0.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
VERRUA SAVOIA;CITTA' METROPOLITANA DI TORINO;Piemonte;TO205A/10;1;AP 2010-11;Frana;Georiferito;SISTEMAZIONI IDROGEOLOGICHE LOCALITAn VARIE A SEGUITO DEGLI EVENTI CALAMITOSI DEL NOVEMBRE-DICEMBRE 2008 E DELLDAPRILE 2009 (OPERE DI CONSOLIDAMENTO ATTIVO E REGIMAZIONE ACQUE);VARIE;Commissario Straordinario - attuazione interventi Regione Piemonte;VERRUA SAVOIA;430000.00;;430000.00;concluso;;;;;;;;;;;;;;;;
VERRUA SAVOIA;CITTA' METROPOLITANA DI TORINO;Piemonte;TO206A/10;1;AP 2010-11;Frana;Georiferito;INTERVENTI DI CONSOLIDAMENTO ABITATO TRA LOC. SAN GIOVANNI E LOC. RONZO (CONSOLIDAMENTO VERSANTE MEDIANTE PARATIA DI MICROPALI E MURO IN C.A.);"SAN GIOVANNI; RONZO";Commissario Straordinario - attuazione interventi Regione Piemonte;VERRUA SAVOIA;450000.00;;450000.00;concluso;;;;;;;;;;;;;;;;
VILLAR PELLICE;CITTA' METROPOLITANA DI TORINO;Piemonte;114/09;1;D.L.180/98;Frana;Georiferito;Sistemazione frana ed impluvio a monte del municipio;Centro abitato;Comune - VILLAR PELLICE;VILLAR PELLICE;500000.00;;0.00;concluso;;;;;;;;;;;;;;;;
VILLAR PELLICE;CITTA' METROPOLITANA DI TORINO;Piemonte;773/99;1;D.L.180/98;Alluvione;Centroide;Sistemazione idraulica Rii Cassarot e Sautoreglia;Varie;Comune - VILLAR PELLICE;VILLAR PELLICE;310000.00;;310000.00;concluso;;;;;;;;;;;;;;;;
VINOVO;CITTA' METROPOLITANA DI TORINO;Piemonte;TO174A/10;1;AP 2010-11;Alluvione;Georiferito;SISTEMAZIONE IDRAULICA T. OITANA (LOC. TETTI BRASSI) E RIO VUOTASACCO (LOC. TETTI BRUS E A VALLE DELLA VARIANTE S.S. N. 20) A SEGUITO DELLIEVENTO CALAMITOSO DELL APRILE 2009 (OPERE DI REGIMAZIONE IDRAULICA );VARIE;Commissario Straordinario - attuazione interventi Regione Piemonte;CARIGNANO;115000.00;;115000.00;in esecuzione;;;;;;;;;;;;;;;;
ALAGNA VALSESIA;VERCELLI;Piemonte;117/09;1;D.L.180/98;Frana;Centroide;Sistemazione versante in orografica sinistra del fiume Sesia zona Acqua Bianca.;Acqua Bianca;Comune - ALAGNA VALSESIA;ALAGNA VALSESIA;240611.20;;0.00;concluso;;;;;;;;;;;;;;;;
ALAGNA VALSESIA;VERCELLI;Piemonte;777/99;1;D.L.180/98;Alluvione;Georiferito;Sistemazione Idraulica Fiume Sesia ed  affluenti;Alagna-da Fraz.Resiga Boccorio a Riva Valdobbia;Comune - ALAGNA VALSESIA;ALAGNA VALSESIA;2221000.00;;2221000.00;concluso;;;;;;;;;;;;;;;;
ALAGNA VALSESIA;VERCELLI;Piemonte;VC220A/10;1;AP 2010-11;Frana;Centroide;SISTEMAZIONE E MONITORAGGIO VERSANTI NEL TERRITORIO COMUNALE (POSIZIONAMENTO DI RETI, BARRIERE, TIRANTI, DISGAGGIO, GPS E STRUMENTAZIONE GEOTECNICA);VARIE;Commissario Straordinario - attuazione interventi Regione Piemonte;ALAGNA VALSESIA;320000.00;;320000.00;concluso;;;;;;;;;;;;;;;;
BORGOSESIA;VERCELLI;Piemonte;319/02;1;D.L.180/98;Frana;Georiferito;Opere di completamento sistemazione versanti loc. Agnona.;Loc. Agnona;Comune - BORGOSESIA;BORGOSESIA;206583.00;;206583.00;concluso;;;;;;;;;;;;;;;;
BORGOSESIA;VERCELLI;Piemonte;778/99;1;D.L.180/98;Alluvione;Georiferito;Studio idraulico del Fiume Sesia per la messa in sicurezza della Loc. Isolella;Fiume Sesia in comune di Borgosesia;Comune - BORGOSESIA;BORGOSESIA;80000.00;;80000.00;concluso;;;;;;;;;;;;;;;;
BORGOSESIA;VERCELLI;Piemonte;VC221A/10;1;AP 2010-11;Frana;Georiferito;SISTEMAZIONE FRANA A MONTE STRADA COMUNALE DELLA CREMOSINA, IN LOC. CESOLO  (OPERE DI CONSOLIDAMENTO ATTIVO E REGIMAZIONE ACQUE);CREMOSINA E CESOLO;Commissario Straordinario - attuazione interventi Regione Piemonte;BORGOSESIA;150000.00;;150000.00;concluso;;;;;;;;;;;;;;;;
CARCOFORO;VERCELLI;Piemonte;VC222A/10;1;AP 2010-11;Valanga;Centroide;REALIZZAZIONE DI BARRIERE PER LA STABILIZZAZIONE DEL MANTO NEVOSO A DIFESA DELL?ABITATO  (BARRIERE PARAVALANGHE);ABITATO;Commissario Straordinario - attuazione interventi Regione Piemonte;CARCOFORO;550000.00;;550000.00;in esecuzione;;;;;;;;;;;;;;;;
CRAVAGLIANA;VERCELLI;Piemonte;004/99;1;D.L.180/98;Misto;Georiferito;Interventi di consolidamento e/o monitoraggio  territorio comunale nelle frazioni di Nosuggio, Grassura,Saliceto, Ferrero, Voj e Valbella Inferiore (modif. da DM234/2014);Nosuggio, Grassura, Saliceto, Ferrere, Voj e Valbella Inferiore (modif. da DM234/2014);Comune - CRAVAGLIANA;CRAVAGLIANA;922908.48;;922908.00;concluso;;;;;;;;;;;;;;;;
CRAVAGLIANA;VERCELLI;Piemonte;222/08;1;D.L.180/98;Non definito;Centroide;Sistemazione idrogeologica aree in frana fraz. Valbella Superiore;Fraz. Valbella Superiore;Comune - CRAVAGLIANA;CRAVAGLIANA;120000.00;;0.00;concluso;;;;;;;;;;;;;;;;
CRAVAGLIANA;VERCELLI;Piemonte;VC219A/10;1;AP 2010-11;Frana;Centroide;"CONSOLIDAMENTO DELLA SCARPATA DI VALLE DELLA S.P. N. 9 "" DI VALLE MASTALLONE"" (OPERE DI CONSOLIDAMENTO ATTIVO)";COMUNE DI Cervatto;Commissario Straordinario - attuazione interventi Regione Piemonte;CERVATTO;100000.00;;100000.00;concluso;;;;;;;;;;;;;;;;
CRAVAGLIANA;VERCELLI;Piemonte;VC223A/10;1;AP 2010-11;Frana;Centroide;COMPLETAMENTO SISTEMAZIONE VERSANTI E MONITORAGGI NELLE AREE RME DEL TERRITORIO COMUNALE (POSIZIONAMENTO DI RETI, BARRIERE, TIRANTI E DISGAGGIO);VARIE;Commissario Straordinario - attuazione interventi Regione Piemonte;CRAVAGLIANA;200000.00;;0.00;in progettazione;;;;;;;;;;;;;;;;
FONTANETTO PO;VERCELLI;Piemonte;VC235B/10;1;AP 2010-11;Alluvione;Centroide;REALIZZAZIONE CANALE SCOLMATORE AD OVEST DI FONTANETTO PO.  (RIDUZIONE DELLE PORTATE DI PIENA NELLOABITATO DI FONTANETO PO);FONTANETTO PO;Commissario Straordinario - attuazione interventi Regione Piemonte;FONTANETTO PO;600000.00;;0.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
GHISLARENGO;VERCELLI;Piemonte;271/06;1;D.L.180/98;Alluvione;Georiferito;Nuovi argini e sistemazione di quelli esistenti;In destra orografica del fiume Sesia;Comune - GHISLARENGO;GHISLARENGO;2100000.00;;0.00;concluso;;;;;;;;;;;;;;;;
MOLLIA;VERCELLI;Piemonte;VC224A/10;1;AP 2010-11;Frana;Centroide;SISTEMAZIONI VERSANTI I N FRAZ. CURGO (POSIZIONAMENTO DI RETI, BARRIERE, TIRANTI E DISGAGGIO);CURGO;Commissario Straordinario - attuazione interventi Regione Piemonte;MOLLIA;200000.00;;200000.00;in esecuzione;;;;;;;;;;;;;;;;
PIODE;VERCELLI;Piemonte;VC225A/10;1;AP 2010-11;Frana;Georiferito;SISTEMAZIONE VERSANTE IN FRAZ. DUGHERA, MEGGIANA, E TERRITORIO COMUNALE (POSIZIONAMENTO DI RETI, BARRIERE, TIRANTI E DISGAGGIO);VARIE;Commissario Straordinario - attuazione interventi Regione Piemonte;PIODE;300000.00;;300000.00;concluso;;;;;;;;;;;;;;;;
PIODE;VERCELLI;Piemonte;VC226A/10;1;AP 2010-11;Frana;Georiferito;OPERE PER LA MESSA IN SICUREZZA ABITATI,VIABILITA  COMUNALE E PROVINCIALE E MONITORAGGIO PARETI ROCCIOSE (VALLO PARAMASSI, STRUMENTAZIONE GEOTECNICA);S. ANNA, SP 299 DI ALAGNA;Comune - PIODE;PIODE;300000.00;;300000.00;concluso;;;;;;;;;;;;;;;;
POSTUA;VERCELLI;Piemonte;234/08;1;D.L.180/98;Alluvione;Centroide;Stubamento ed adeguamento sezioni di deflusso rio della Piatta e rii minori;Abitati lungo rio della Piatta e minori;Comune - POSTUA;POSTUA;220000.00;;0.00;concluso;;;;;;;;;;;;;;;;
PRAROLO;VERCELLI;Piemonte;VC227A/10;1;AP 2010-11;Alluvione;Centroide;INTERVENTO IN COMUNE DI VERCELLI PER LA LIMITAZIONE DELLeESONDAZIONE DELLTABITATO DI PRAROLO (CHIUSURA VARCO STRADA PROVINCIALE);ABITATO;Commissario Straordinario - attuazione interventi Regione Piemonte;PRAROLO;510000.00;;466745.36;concluso;;;;;;;;;;;;;;;;
QUINTO VERCELLESE;VERCELLI;Piemonte;225/07;1;D.L.180/98;Alluvione;Centroide;Sistemazione idraulica rio Orfinale a difesa abitato;Rio Orfinale;Comune - QUINTO VERCELLESE;QUINTO VERCELLESE;40000.00;;0.00;concluso;;;;;;;;;;;;;;;;
QUINTO VERCELLESE;VERCELLI;Piemonte;VC218A/10;1;AP 2010-11;Alluvione;Centroide;"REALIZZAZIONE DI SCOGLIERA IN SX OROGRAFICA DEL TORR. CERVO A PROTEZIONE DELLA SPALLA DEL PONTE DELLA S.P. N. 230 ""DI MASSAZZA"" IN COMUNE DI QUINTO VERCELLESE (OPERE DI DIFESA ATTIVE IN ALVEO)";COMUNE DI QUINTO VERCELLESE;Commissario Straordinario - attuazione interventi Regione Piemonte;QUINTO VERCELLESE;400000.00;;400000.00;in esecuzione;;;;;;;;;;;;;;;;
RASSA;VERCELLI;Piemonte;118/09;1;D.L.180/98;Frana;Centroide;Sistemazione idrogeologica versante in frana attiva bacino rio Roachn a monte abitato.;Monte capoluogo;Comune - RASSA;RASSA;110000.00;;110000.00;concluso;;;;;;;;;;;;;;;;
RASSA;VERCELLI;Piemonte;194/07;1;D.L.180/98;Frana;Georiferito;Interventi per la sistemazione di dissesti dei versanti della Valle Gronda. Interventi n. 1, 2, 3 e 4.;Valle Gronda;Comune - RASSA;RASSA;780000.00;;0.00;concluso;;;;;;;;;;;;;;;;
RASSA;VERCELLI;Piemonte;222/07;1;D.L.180/98;Frana;Centroide;Opere di consolidamento pareti e moli rocciose a difesa dell'abitato;Abitato;Comune - RASSA;RASSA;50000.00;;0.00;concluso;;;;;;;;;;;;;;;;
RIMA SAN GIUSEPPE;VERCELLI;Piemonte;VC228A/10;1;AP 2010-11;Valanga;Centroide;REALIZZAZIONE DI BARRIERE PER LA STABILIZZAZIONE DEL MANTO NEVOSO A DIFESA DELLIABITATO (BARRIERE PARAVALANGHE);ABITATO;Commissario Straordinario - attuazione interventi Regione Piemonte;RIMA SAN GIUSEPPE;580000.00;;580000.00;concluso;;;;;;;;;;;;;;;;
RIVA VALDOBBIA;VERCELLI;Piemonte;238/08;1;D.L.180/98;Alluvione;Centroide;Adeguamento sezioni di deflusso e realizzazione difese spondali lungo torr. Otro zona campeggio;Zona campeggio;Comune - RIVA VALDOBBIA;RIVA VALDOBBIA;120000.00;;0.00;concluso;;;;;;;;;;;;;;;;
RONSECCO;VERCELLI;Piemonte;244/08;1;D.L.180/98;Alluvione;Centroide;Messa in sicurezza idraulica roggia Giardina;Concentrico;Comune - RONSECCO;RONSECCO;150000.00;;0.00;concluso;;;;;;;;;;;;;;;;
SCOPA;VERCELLI;Piemonte;VC229A/10;1;AP 2010-11;Misto;Centroide;SISTEMAZIONE IDRAULICA RII E ADEGUAMENTO RETE SCOLANTE IN LOC. MURO, SALTERNA, VILLA, CHIESA, CONSOLIDAMENTO BRIGLIA ESISTENTE E SISTEMAZIONE VERSANTE SULLA SPONDA DX DEL RIO RAMELLO IN FRAZIONE RAMELLO (SISTEMAZIONE VERSANTE E CONSOLIDAMENTO BRIGLIA);RAMELLO;Commissario Straordinario - attuazione interventi Regione Piemonte;SCOPA;300000.00;;300000.00;in esecuzione;;;;;;;;;;;;;;;;
SCOPELLO;VERCELLI;Piemonte;119/09;1;D.L.180/98;Alluvione;Georiferito;Sistemazione fiume Sesia in area RME tra i Comuni di Scopello e Pila (ricalibratura alveo, realizzazione e sistemazione opere di difesa).;Seggiovia;Comune - SCOPELLO;SCOPELLO;260000.00;;260000.00;in progettazione;;;;;;;;;;;;;;;;
SCOPELLO;VERCELLI;Piemonte;223/07;1;D.L.180/98;Alluvione;Georiferito;Sistemazione idraulica ed idrogeologica a difesa abitato in loc. Capoluogo e via Alpini;Capoluogo, Via Alpini;Comune - SCOPELLO;SCOPELLO;300000.00;;0.00;concluso;;;;;;;;;;;;;;;;
SCOPELLO;VERCELLI;Piemonte;VC239A/10;1;AP 2010-11;Alluvione;Centroide;SISTEMAZIONE DEL RIO CALISSONI FINO ALLA CONFLUENZA CON IL FIUME SESIA IN AREA RME TRA I COMUNI DI SCOPELLO E PILA. (Ridefinizione intervento giR finanziato nel medesimo comune con DEC/DDS/2008/0856, importo E 260.000,00) (OPERE IDRAULICHE);RIO CALISSONI;Commissario Straordinario - attuazione interventi Regione Piemonte;SCOPELLO;0.00;;0.00;definanziati o sostitutivi;;;;;;;;;;;;;;;;
